SFLt-12,SFLt-11,SFLt-10,SFLt-9,SFLt-8,SFLt-7,SFLt-6,SFLt-5,SFLt-4,SFLt-3,SFLt-2,SFLt-1
29.94044772,32.57281606,27.27,34.06905571,35.05,34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36
32.57281606,27.27,34.06905571,35.05,34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68
27.27,34.06905571,35.05,34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106
34.06905571,35.05,34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063
35.05,34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854
34.99,33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63
33.63038785,37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729
37.84520831,31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85
31.21518153,29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68
29.93,37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012
37.07692133,40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575
40.36,31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421
31.68,32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77
32.56261106,37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939
37.05517063,26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53
26.10716854,23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64
23.63,27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441
27.20384729,39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774
39.85,28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727
28.68,37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38
37.01036012,35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217
35.07331575,26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33
26.97750421,24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19
24.77,36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174
36.39943939,37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893
37.53,27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878
27.64,21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02
21.62804441,23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666
23.18978774,33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94
33.51399727,21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26
21.38,36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992
36.02354217,37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106
37.33,26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049
26.19,28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19
28.41772174,27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209
27.10741893,23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13
23.35039878,18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16
18.02,30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753
30.56825666,33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565
33.94,26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815
26.26,26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93
26.04823992,28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819
28.77142106,31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08
31.77305049,23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81
23.19,25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592
25.43466209,33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868
33.13,28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178
28.16,28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55
28.06253753,35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394
35.31929565,32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93
32.96449815,16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26
16.93,20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604
20.31694819,39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253
39.08,27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997
27.81,29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62
29.46577592,31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915
31.8625868,32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77
32.84332178,29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53
29.55,33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241
33.69653394,36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961
36.93,28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447
28.26,30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49
30.83213604,31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538
31.0539253,23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0
23.90164997,23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34
23.62,24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764
24.60304915,31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961
31.77,28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814
28.53,27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15
27.31445241,30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777
30.51451961,34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89
34.92987447,25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31
25.49,29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154
29.96746538,35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575
35.0,32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011
32.34,21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35
21.9667764,25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159
25.1284961,25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28
25.80057814,21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37
21.15,22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202
22.4367777,36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355
36.89,31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042
31.31,32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75
32.21902154,39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264
39.56679575,43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51
43.26647011,32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83
32.35,36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525
36.01001159,43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139
43.28,33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815
33.37,37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15
37.33867202,32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581
32.67204355,26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4
26.16419042,25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09
25.75,37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895
37.37531264,38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096
38.51,31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496
31.83,38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88
38.32697525,33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807
33.78544139,33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01
33.03326815,29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4
29.15,29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165
29.69510581,38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985
38.4,32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128
32.09,33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15
33.65384895,25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188
25.594096,30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41
30.5970496,21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08
21.88,30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506
30.03807,36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486
36.01,28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055
28.4,29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78
29.77285165,36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384
36.35070985,38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98
38.28835128,24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89
24.15,28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566
28.95996188,39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602
39.41,26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486
26.08,26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12
26.88154506,32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811
32.33909486,27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58
27.5524055,28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33
28.78,26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277
26.63847384,32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872
32.98,28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526
28.89,28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65
28.76797566,38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301
38.37502602,25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3
25.24046486,23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82
23.12,30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265
30.89872811,39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383
39.58,27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227
27.33,27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64
27.9910277,26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426
26.81626872,27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75
27.98341526,25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11
25.65,29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777
29.80123301,35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512
35.3,27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876
27.82,26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81
26.89104265,30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192
30.4316383,28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12
28.77284227,23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35
23.64,25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535
25.6895426,32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144
32.75,29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345
29.11,23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2
23.5697777,34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291
34.84617512,31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16
31.36890876,21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02
21.81,29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191
29.05219192,37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992
37.12,29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418
29.35,32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53
32.83979535,30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299
30.52751144,33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88
33.47588345,27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5
27.2,28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745
28.24088291,34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597
34.16,29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896
29.02,34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48
34.01987191,35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789
35.66370992,27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08
27.14347418,25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99
25.53,36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717
36.65935299,36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211
36.88,33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862
33.5,37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13
37.73312745,35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156
35.18605597,33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6
33.23585896,30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46
30.48,33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523
33.96477789,39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101
39.08,32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566
32.99,35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1
35.27740717,35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737
35.51194211,47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0
47.92087862,33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58
33.13,39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094
39.36313156,49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945
49.6,32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684
32.46,35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33
35.94978523,36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528
36.0317101,36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44
36.39837566,25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18
25.1,33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129
33.51196737,38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139
38.0,28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838
28.58,35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38
35.08845094,30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171
30.78226945,24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171,35.71
24.54829684,24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171,35.71,20.81
24.33,28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171,35.71,20.81,21.9762722
28.77746528,39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171,35.71,20.81,21.9762722,27.29264366
39.44,24.18,27.00379129,25.22137139,22.88279838,22.38,29.78389171,35.71,20.81,21.9762722,27.29264366,29.43638922
