TNVt-12,TNVt-11,TNVt-10,TNVt-9,TNVt-8,TNVt-7,TNVt-6,TNVt-5,TNVt-4,TNVt-3,TNVt-2,TNVt-1
5.2383,5.158,5.656,5.519218326,4.3451,4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142
5.158,5.656,5.519218326,4.3451,4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659
5.656,5.519218326,4.3451,4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276
5.519218326,4.3451,4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907
4.3451,4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842
4.8826,4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636
4.871431571,5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837
5.1276,5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501
5.0549,5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8
5.5284,4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904
4.798965365,4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934
4.2142,4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913
4.659,4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609
4.737916276,4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431
4.9907,5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433
5.1842,5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865
5.5636,5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334
5.012016837,4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687
4.3501,4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993
4.8,5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923
5.383339904,5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191
5.0934,5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842
5.2913,5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088
5.609,4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146
4.47973431,4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334
4.4433,4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027
4.9865,5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564
5.516841334,5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194
5.1687,5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528
5.2993,5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248
5.5923,5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666
5.214636191,4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768
4.4842,5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277
5.0088,5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094
5.233428146,5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948
5.1334,5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546
5.3027,5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265
5.6564,5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352
5.060135194,4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753
4.4528,5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712
5.0248,5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401
5.50776666,5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269
5.1768,5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631
5.3277,5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407
5.6094,5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335
5.033019948,4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113
4.4546,5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625
5.0265,5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354
5.567644352,5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418
5.1753,5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367
5.2712,5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418
5.5401,5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369
5.421181269,4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767
4.3631,4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431
4.9407,4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448
4.643787335,5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251
5.113,5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835
5.3625,5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198
5.6354,5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493
5.335991418,4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654
4.4367,5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837
5.0418,4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677
4.765275369,5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073
5.1767,5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145
5.4431,5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456
5.6448,5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032
5.400783251,4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616
4.4835,4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263
4.9198,4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402
4.795240493,5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954
5.2654,5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573
5.4837,5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387
5.677,4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746
4.844203073,4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118
4.5145,4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782
4.9456,5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421
5.033197032,5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812
5.2616,5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638
5.5263,5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898
5.7402,5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964
5.333325954,4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467
4.5573,4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783
4.9387,5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566
5.189749746,5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728
5.3118,5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715
5.6782,5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019
5.9421,5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786
5.476684812,4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732
4.6638,5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837
5.0898,4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079
4.874262964,5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714
5.4467,5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729
5.783,6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537
6.0566,5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718
5.355556728,4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689
4.715,5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025
5.2019,5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224
5.860072786,5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893
5.5732,5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332
5.8837,6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806
6.2079,5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731
5.656850714,4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356
4.7729,5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659
5.2537,5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547
5.972443718,5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562
5.6689,6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674
6.0025,6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155
6.3224,5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366
5.627340893,4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791
4.9332,5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567
5.2806,5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115
5.490263731,5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397
5.7356,6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608
6.0659,6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803
6.4547,5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673
5.360957562,4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454
4.9674,5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327
5.3155,5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093
5.673471366,5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554
5.791,6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205
6.1567,6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416
6.5115,5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433
5.496837397,5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063
5.0608,5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319
5.3803,6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902
6.142279673,5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825
5.8454,6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354
6.2327,6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516
6.6093,6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804
6.542347554,5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918
5.205,5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938
5.416,6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588
6.187730433,5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453
5.9063,6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354
6.319,6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736
6.902,5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254
5.876594825,5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641
5.354,5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868
5.4516,5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732
5.439162804,5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228
5.918,6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229
6.3938,6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578
6.9588,6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015
6.636126453,5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722
5.354,5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715
5.4736,5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816
5.572634254,5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114
5.9641,6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343
6.3868,6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837
6.9732,6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723
6.487439228,5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968
5.3229,5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156
5.4578,5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431
5.59680015,5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201
5.9722,6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623
6.3715,6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855
6.8816,6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695
6.085244114,5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732
5.3343,5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588
5.3837,6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536
6.627579723,5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126
5.968,6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48
6.4156,6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789
6.8431,6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076
6.469673201,5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038
5.3623,5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591
5.3855,5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816
